Province,Date,Value
Yukon,11/1/2011,128
Northwest Territories,11/1/2011,138.9
Canada,12/1/2011,117.8
Newfoundland and Labrador,12/1/2011,125.6
Prince Edward Island,12/1/2011,116.2
Nova Scotia,12/1/2011,121.5
New Brunswick,12/1/2011,120.4
Quebec,12/1/2011,125
Quebec,12/1/2011,128
Ottawa-Gatineau,12/1/2011,117.6
Ontario,12/1/2011,118.1
Ontario,12/1/2011,118.2
Manitoba,12/1/2011,106.2
Saskatchewan,12/1/2011,118
Saskatchewan,12/1/2011,112.1
Alberta,12/1/2011,99.3
Alberta,12/1/2011,104
British Columbia,12/1/2011,126.6
British Columbia,12/1/2011,112.6
Yukon,12/1/2011,125.9
Northwest Territories,12/1/2011,138.9
Canada,1/1/2012,121.3
Newfoundland and Labrador,1/1/2012,127.3
Prince Edward Island,1/1/2012,118.3
Nova Scotia,1/1/2012,127.9
New Brunswick,1/1/2012,123.9
Quebec,1/1/2012,130.9
Quebec,1/1/2012,133.6
Ottawa-Gatineau,1/1/2012,121.8
Ontario,1/1/2012,122.1
Ontario,1/1/2012,122.1
Manitoba,1/1/2012,108
Saskatchewan,1/1/2012,116.7
Saskatchewan,1/1/2012,115.2
Alberta,1/1/2012,101.7
Alberta,1/1/2012,105.5
British Columbia,1/1/2012,128.7
British Columbia,1/1/2012,116.7
Yukon,1/1/2012,125.9
Northwest Territories,1/1/2012,138.9
Canada,2/1/2012,124.2
Newfoundland and Labrador,2/1/2012,133.3
Prince Edward Island,2/1/2012,122.8
Nova Scotia,2/1/2012,132.2
New Brunswick,2/1/2012,127.7
Quebec,2/1/2012,133.1
Quebec,2/1/2012,137.2
Ottawa-Gatineau,2/1/2012,124
Ontario,2/1/2012,126.3
Ontario,2/1/2012,126.6
Manitoba,2/1/2012,108.6
Saskatchewan,2/1/2012,115.9
Saskatchewan,2/1/2012,115.5
Alberta,2/1/2012,103.9
Alberta,2/1/2012,107.3
British Columbia,2/1/2012,129.5
British Columbia,2/1/2012,114.4
Yukon,2/1/2012,125.9
Northwest Territories,2/1/2012,138.9
Canada,3/1/2012,129.8
Newfoundland and Labrador,3/1/2012,137.8
Prince Edward Island,3/1/2012,127.9
Nova Scotia,3/1/2012,137.3
New Brunswick,3/1/2012,132.6
Quebec,3/1/2012,137.1
Quebec,3/1/2012,140.2
Ottawa-Gatineau,3/1/2012,126.3
Ontario,3/1/2012,131.1
Ontario,3/1/2012,132.8
Manitoba,3/1/2012,117.3
Saskatchewan,3/1/2012,121.1
Saskatchewan,3/1/2012,122.9
Alberta,3/1/2012,111.7
Alberta,3/1/2012,113.7
British Columbia,3/1/2012,140.9
British Columbia,3/1/2012,128.5
Yukon,3/1/2012,131.5
Northwest Territories,3/1/2012,138.5
Canada,4/1/2012,134.1
Newfoundland and Labrador,4/1/2012,142.4
Prince Edward Island,4/1/2012,134.1
Nova Scotia,4/1/2012,142.7
New Brunswick,4/1/2012,137.9
Quebec,4/1/2012,141
Quebec,4/1/2012,143.5
Ottawa-Gatineau,4/1/2012,130.6
Ontario,4/1/2012,135.6
Ontario,4/1/2012,139.6
Manitoba,4/1/2012,123.2
Saskatchewan,4/1/2012,126.7
Saskatchewan,4/1/2012,126.9
Alberta,4/1/2012,117.1
Alberta,4/1/2012,119.2
British Columbia,4/1/2012,142.6
British Columbia,4/1/2012,130.7
Yukon,4/1/2012,136
Northwest Territories,4/1/2012,138.9
Canada,5/1/2012,129
Newfoundland and Labrador,5/1/2012,135
Prince Edward Island,5/1/2012,125.8
Nova Scotia,5/1/2012,131.5
New Brunswick,5/1/2012,129.7
Quebec,5/1/2012,136.9
Quebec,5/1/2012,135.8
Ottawa-Gatineau,5/1/2012,125.5
Ontario,5/1/2012,128.9
Ontario,5/1/2012,138.2
Manitoba,5/1/2012,122.1
Saskatchewan,5/1/2012,126.1
Saskatchewan,5/1/2012,126.2
Alberta,5/1/2012,111.9
Alberta,5/1/2012,114.5
British Columbia,5/1/2012,144.4
British Columbia,5/1/2012,131.8
Yukon,5/1/2012,136.5
Northwest Territories,5/1/2012,138.9
Canada,6/1/2012,125.2
Newfoundland and Labrador,6/1/2012,128.8
Prince Edward Island,6/1/2012,120.3
Nova Scotia,6/1/2012,124.8
New Brunswick,6/1/2012,123.8
Quebec,6/1/2012,130.5
Quebec,6/1/2012,132.3
Ottawa-Gatineau,6/1/2012,119.1
Ontario,6/1/2012,123.1
Ontario,6/1/2012,135.2
Manitoba,6/1/2012,121.9
Saskatchewan,6/1/2012,125.7
Saskatchewan,6/1/2012,125.9
Alberta,6/1/2012,112.2
Alberta,6/1/2012,115
British Columbia,6/1/2012,142
British Columbia,6/1/2012,130.1
Yukon,6/1/2012,136
Northwest Territories,6/1/2012,138.9
Canada,7/1/2012,125.3
Newfoundland and Labrador,7/1/2012,124.3
Prince Edward Island,7/1/2012,116.5
Nova Scotia,7/1/2012,124.5
New Brunswick,7/1/2012,120.6
Quebec,7/1/2012,130.8
Quebec,7/1/2012,133.5
Ottawa-Gatineau,7/1/2012,120.7
Ontario,7/1/2012,125.6
Ontario,7/1/2012,132.9
Manitoba,7/1/2012,121.9
Saskatchewan,7/1/2012,125.7
Saskatchewan,7/1/2012,125.9
Alberta,7/1/2012,108.9
Alberta,7/1/2012,113.2
British Columbia,7/1/2012,138.2
British Columbia,7/1/2012,123.9
Yukon,7/1/2012,136
Northwest Territories,7/1/2012,138.9
Canada,8/1/2012,128.4
Newfoundland and Labrador,8/1/2012,131.1
Prince Edward Island,8/1/2012,122.5
Nova Scotia,8/1/2012,130.2
New Brunswick,8/1/2012,125.6
Quebec,8/1/2012,137
Quebec,8/1/2012,138.5
Ottawa-Gatineau,8/1/2012,124.7
Ontario,8/1/2012,128.6
Ontario,8/1/2012,132.8
Manitoba,8/1/2012,121.9
Saskatchewan,8/1/2012,125.7
Saskatchewan,8/1/2012,125.9
Alberta,8/1/2012,112.7
Alberta,8/1/2012,115.6
British Columbia,8/1/2012,137.5
British Columbia,8/1/2012,126.2
Yukon,8/1/2012,136
Northwest Territories,8/1/2012,138.9
Canada,9/1/2012,131.1
Newfoundland and Labrador,9/1/2012,135.7
Prince Edward Island,9/1/2012,131.3
Nova Scotia,9/1/2012,138.8
New Brunswick,9/1/2012,134.4
Quebec,9/1/2012,140.9
Quebec,9/1/2012,140.9
Ottawa-Gatineau,9/1/2012,127.1
Ontario,9/1/2012,130.5
Ontario,9/1/2012,136.2
Manitoba,9/1/2012,125
Saskatchewan,9/1/2012,128.1
Saskatchewan,9/1/2012,127.9
Alberta,9/1/2012,118
Alberta,9/1/2012,119.3
British Columbia,9/1/2012,135
British Columbia,9/1/2012,124.7
Yukon,9/1/2012,136
Northwest Territories,9/1/2012,138.9
Canada,10/1/2012,129.3
Newfoundland and Labrador,10/1/2012,134.1
Prince Edward Island,10/1/2012,131.1
Nova Scotia,10/1/2012,136.4
New Brunswick,10/1/2012,132.3
Quebec,10/1/2012,140.2
Quebec,10/1/2012,139.8
Ottawa-Gatineau,10/1/2012,124.8
Ontario,10/1/2012,126.3
Ontario,10/1/2012,137.6
Manitoba,10/1/2012,125.8
Saskatchewan,10/1/2012,129.6
Saskatchewan,10/1/2012,129.9
Alberta,10/1/2012,114.2
Alberta,10/1/2012,117.7
British Columbia,10/1/2012,136.5
British Columbia,10/1/2012,126
Yukon,10/1/2012,136
Northwest Territories,10/1/2012,138.9
Canada,11/1/2012,121.8
Newfoundland and Labrador,11/1/2012,127.9
Prince Edward Island,11/1/2012,120.7
Nova Scotia,11/1/2012,126.1
New Brunswick,11/1/2012,121.4
Quebec,11/1/2012,130.2
Quebec,11/1/2012,133.4
Ottawa-Gatineau,11/1/2012,122
Ontario,11/1/2012,122.2
Ontario,11/1/2012,132.1
Manitoba,11/1/2012,115.4
Saskatchewan,11/1/2012,118.3
Saskatchewan,11/1/2012,121
Alberta,11/1/2012,100.9
Alberta,11/1/2012,106.7
British Columbia,11/1/2012,126.2
British Columbia,11/1/2012,114.2
Yukon,11/1/2012,134.5
Northwest Territories,11/1/2012,138.9
Canada,12/1/2012,118.6
Newfoundland and Labrador,12/1/2012,125.5
Prince Edward Island,12/1/2012,119.9
Nova Scotia,12/1/2012,123.5
New Brunswick,12/1/2012,120.4
Quebec,12/1/2012,125.5
Quebec,12/1/2012,129.5
Ottawa-Gatineau,12/1/2012,118.5
Ontario,12/1/2012,120.5
Ontario,12/1/2012,128.3
Manitoba,12/1/2012,109
Saskatchewan,12/1/2012,109
Saskatchewan,12/1/2012,110.4
Alberta,12/1/2012,102.3
Alberta,12/1/2012,102.2
British Columbia,12/1/2012,122.2
British Columbia,12/1/2012,113.7
Yukon,12/1/2012,131
Northwest Territories,12/1/2012,138.9
Canada,1/1/2013,118.5
Newfoundland and Labrador,1/1/2013,126.8
Prince Edward Island,1/1/2013,120.1
Nova Scotia,1/1/2013,127.3
New Brunswick,1/1/2013,122.3
Quebec,1/1/2013,131.4
Quebec,1/1/2013,131
Ottawa-Gatineau,1/1/2013,120.1
Ontario,1/1/2013,122.5
Ontario,1/1/2013,123.1
Manitoba,1/1/2013,105.1
Saskatchewan,1/1/2013,106.5
Saskatchewan,1/1/2013,103.8
Alberta,1/1/2013,91.6
Alberta,1/1/2013,95.9
British Columbia,1/1/2013,126
British Columbia,1/1/2013,115
Yukon,1/1/2013,129.8
Northwest Territories,1/1/2013,138.9
Canada,2/1/2013,129
Newfoundland and Labrador,2/1/2013,134.5
Prince Edward Island,2/1/2013,128
Nova Scotia,2/1/2013,137.5
New Brunswick,2/1/2013,131.1
Quebec,2/1/2013,139.2
Quebec,2/1/2013,142.8
Ottawa-Gatineau,2/1/2013,128.3
Ontario,2/1/2013,130.8
Ontario,2/1/2013,127.8
Manitoba,2/1/2013,114.1
Saskatchewan,2/1/2013,117.4
Saskatchewan,2/1/2013,117.6
Alberta,2/1/2013,107.1
Alberta,2/1/2013,110.9
British Columbia,2/1/2013,137.6
British Columbia,2/1/2013,123.5
Yukon,2/1/2013,128.2
Northwest Territories,2/1/2013,138.9
Canada,3/1/2013,129.1
Newfoundland and Labrador,3/1/2013,131.7
Prince Edward Island,3/1/2013,128
Nova Scotia,3/1/2013,135.4
New Brunswick,3/1/2013,131.4
Quebec,3/1/2013,138.4
Quebec,3/1/2013,138.3
Ottawa-Gatineau,3/1/2013,127.1
Ontario,3/1/2013,130
Ontario,3/1/2013,133.6
Manitoba,3/1/2013,123.1
Saskatchewan,3/1/2013,120.5
Saskatchewan,3/1/2013,120.3
Alberta,3/1/2013,110.7
Alberta,3/1/2013,113.6
British Columbia,3/1/2013,141
British Columbia,3/1/2013,123.9
Yukon,3/1/2013,128.8
Northwest Territories,3/1/2013,138.9
Canada,4/1/2013,125.4
Newfoundland and Labrador,4/1/2013,127
Prince Edward Island,4/1/2013,130
Nova Scotia,4/1/2013,129.4
New Brunswick,4/1/2013,126.6
Quebec,4/1/2013,134.5
Quebec,4/1/2013,133.9
Ottawa-Gatineau,4/1/2013,123.3
Ontario,4/1/2013,126.1
Ontario,4/1/2013,133.6
Manitoba,4/1/2013,122.8
Saskatchewan,4/1/2013,117.2
Saskatchewan,4/1/2013,116.6
Alberta,4/1/2013,105.8
Alberta,4/1/2013,111.3
British Columbia,4/1/2013,136.9
British Columbia,4/1/2013,126.1
Yukon,4/1/2013,127.9
Northwest Territories,4/1/2013,138.9
Canada,5/1/2013,127.4
Newfoundland and Labrador,5/1/2013,124.1
Prince Edward Island,5/1/2013,126.6
Nova Scotia,5/1/2013,126.3
New Brunswick,5/1/2013,122.7
Quebec,5/1/2013,132.6
Quebec,5/1/2013,135.9
Ottawa-Gatineau,5/1/2013,122.4
Ontario,5/1/2013,125.4
Ontario,5/1/2013,135.4
Manitoba,5/1/2013,123.5
Saskatchewan,5/1/2013,123.7
Saskatchewan,5/1/2013,125.2
Alberta,5/1/2013,114
Alberta,5/1/2013,118.9
British Columbia,5/1/2013,145.7
British Columbia,5/1/2013,132.3
Yukon,5/1/2013,133.4
Northwest Territories,5/1/2013,138.9
Canada,6/1/2013,131
Newfoundland and Labrador,6/1/2013,126.6
Prince Edward Island,6/1/2013,129.2
Nova Scotia,6/1/2013,129.2
New Brunswick,6/1/2013,125
Quebec,6/1/2013,132.8
Quebec,6/1/2013,137.9
Ottawa-Gatineau,6/1/2013,126.9
Ontario,6/1/2013,128.1
Ontario,6/1/2013,139.8
Manitoba,6/1/2013,134.8
Saskatchewan,6/1/2013,131.2
Saskatchewan,6/1/2013,130.3
Alberta,6/1/2013,121
Alberta,6/1/2013,127.3
British Columbia,6/1/2013,143.7
British Columbia,6/1/2013,135.2
Yukon,6/1/2013,147.9
Northwest Territories,6/1/2013,138.9
Canada,7/1/2013,132.6
Newfoundland and Labrador,7/1/2013,130.6
Prince Edward Island,7/1/2013,133.1
Nova Scotia,7/1/2013,133.4
New Brunswick,7/1/2013,128.2
Quebec,7/1/2013,138.1
Quebec,7/1/2013,142.1
Ottawa-Gatineau,7/1/2013,130.2
Ontario,7/1/2013,131.7
Ontario,7/1/2013,138.2
Manitoba,7/1/2013,131.5
Saskatchewan,7/1/2013,126.4
Saskatchewan,7/1/2013,128.5
Alberta,7/1/2013,115.7
Alberta,7/1/2013,118.9
British Columbia,7/1/2013,147.1
British Columbia,7/1/2013,138.1
Yukon,7/1/2013,140.5
Northwest Territories,7/1/2013,138.9
Canada,8/1/2013,131.2
Newfoundland and Labrador,8/1/2013,132.1
Prince Edward Island,8/1/2013,136.5
Nova Scotia,8/1/2013,134.9
New Brunswick,8/1/2013,130.6
Quebec,8/1/2013,139.2
Quebec,8/1/2013,140.3
Ottawa-Gatineau,8/1/2013,129.9
Ontario,8/1/2013,131.2
Ontario,8/1/2013,136.5
Manitoba,8/1/2013,128.5
Saskatchewan,8/1/2013,123.3
Saskatchewan,8/1/2013,123.3
Alberta,8/1/2013,113.7
Alberta,8/1/2013,115.3
British Columbia,8/1/2013,144.9
British Columbia,8/1/2013,135.9
Yukon,8/1/2013,140.2
Northwest Territories,8/1/2013,138.9
Canada,9/1/2013,130.3
Newfoundland and Labrador,9/1/2013,132.9
Prince Edward Island,9/1/2013,136.2
Nova Scotia,9/1/2013,135
New Brunswick,9/1/2013,131.4
Quebec,9/1/2013,142.2
Quebec,9/1/2013,138.9
Ottawa-Gatineau,9/1/2013,129.8
Ontario,9/1/2013,130.7
Ontario,9/1/2013,135.3
Manitoba,9/1/2013,125.5
Saskatchewan,9/1/2013,122.7
Saskatchewan,9/1/2013,122.7
Alberta,9/1/2013,112.6
Alberta,9/1/2013,114
British Columbia,9/1/2013,140.3
British Columbia,9/1/2013,133.4
Yukon,9/1/2013,139.9
Northwest Territories,9/1/2013,138.9
Canada,10/1/2013,123.8
Newfoundland and Labrador,10/1/2013,125
Prince Edward Island,10/1/2013,127.9
Nova Scotia,10/1/2013,126.3
New Brunswick,10/1/2013,123.6
Quebec,10/1/2013,130.1
Quebec,10/1/2013,132.1
Ottawa-Gatineau,10/1/2013,123.9
Ontario,10/1/2013,124.8
Ontario,10/1/2013,132.1
Manitoba,10/1/2013,116.4
Saskatchewan,10/1/2013,117.3
Saskatchewan,10/1/2013,116.1
Alberta,10/1/2013,106.8
Alberta,10/1/2013,111.7
British Columbia,10/1/2013,132.4
British Columbia,10/1/2013,125.7
Yukon,10/1/2013,139.9
Northwest Territories,10/1/2013,138.9
Canada,11/1/2013,122.5
Newfoundland and Labrador,11/1/2013,126
Prince Edward Island,11/1/2013,128.2
Nova Scotia,11/1/2013,126.3
New Brunswick,11/1/2013,122.3
Quebec,11/1/2013,131
Quebec,11/1/2013,133.2
Ottawa-Gatineau,11/1/2013,123.3
Ontario,11/1/2013,124.6
Ontario,11/1/2013,130.6
Manitoba,11/1/2013,111.8
Saskatchewan,11/1/2013,115.5
Saskatchewan,11/1/2013,113.2
Alberta,11/1/2013,103
Alberta,11/1/2013,108.4
British Columbia,11/1/2013,128.5
British Columbia,11/1/2013,119.2
Yukon,11/1/2013,131.3
Northwest Territories,11/1/2013,138.9
Canada,12/1/2013,123.9
Newfoundland and Labrador,12/1/2013,129.6
Prince Edward Island,12/1/2013,130.1
Nova Scotia,12/1/2013,130.7
New Brunswick,12/1/2013,125.3
Quebec,12/1/2013,133
Quebec,12/1/2013,136.3
Ottawa-Gatineau,12/1/2013,125.8
Ontario,12/1/2013,127.3
Ontario,12/1/2013,129.7
Manitoba,12/1/2013,107.1
Saskatchewan,12/1/2013,118.9
Saskatchewan,12/1/2013,115.9
Alberta,12/1/2013,105.6
Alberta,12/1/2013,108.2
British Columbia,12/1/2013,125.4
British Columbia,12/1/2013,117
Yukon,12/1/2013,128.8
Northwest Territories,12/1/2013,138.9
Canada,1/1/2014,123.9
Newfoundland and Labrador,1/1/2014,131.5
Prince Edward Island,1/1/2014,131.9
Nova Scotia,1/1/2014,132.3
New Brunswick,1/1/2014,127.6
Quebec,1/1/2014,134.8
Quebec,1/1/2014,137.4
Ottawa-Gatineau,1/1/2014,125.2
Ontario,1/1/2014,126.6
Ontario,1/1/2014,129.7
Manitoba,1/1/2014,110.1
Saskatchewan,1/1/2014,111.9
Saskatchewan,1/1/2014,112.4
Alberta,1/1/2014,102.7
Alberta,1/1/2014,107.2
British Columbia,1/1/2014,129.8
British Columbia,1/1/2014,118.2
Yukon,1/1/2014,128.7
Northwest Territories,1/1/2014,138.9
Canada,2/1/2014,126.9
Newfoundland and Labrador,2/1/2014,134.4
Prince Edward Island,2/1/2014,135.5
Nova Scotia,2/1/2014,135.9
New Brunswick,2/1/2014,130.8
Quebec,2/1/2014,134.1
Quebec,2/1/2014,137.3
Ottawa-Gatineau,2/1/2014,128.7
Ontario,2/1/2014,130.6
Ontario,2/1/2014,130.6
Manitoba,2/1/2014,111.7
Saskatchewan,2/1/2014,118.6
Saskatchewan,2/1/2014,118.1
Alberta,2/1/2014,107.6
Alberta,2/1/2014,112
British Columbia,2/1/2014,131.6
British Columbia,2/1/2014,119.7
Yukon,2/1/2014,131.9
Northwest Territories,2/1/2014,138.9
Canada,3/1/2014,131.4
Newfoundland and Labrador,3/1/2014,134.8
Prince Edward Island,3/1/2014,137.7
Nova Scotia,3/1/2014,138.3
New Brunswick,3/1/2014,134.7
Quebec,3/1/2014,134.6
Quebec,3/1/2014,141.3
Ottawa-Gatineau,3/1/2014,130
Ontario,3/1/2014,131.5
Ontario,3/1/2014,135.4
Manitoba,3/1/2014,124.9
Saskatchewan,3/1/2014,127.1
Saskatchewan,3/1/2014,127
Alberta,3/1/2014,116.4
Alberta,3/1/2014,119.8
British Columbia,3/1/2014,141.9
British Columbia,3/1/2014,128.2
Yukon,3/1/2014,135
Northwest Territories,3/1/2014,138.9
Canada,4/1/2014,134.3
Newfoundland and Labrador,4/1/2014,136.4
Prince Edward Island,4/1/2014,137.8
Nova Scotia,4/1/2014,136.1
New Brunswick,4/1/2014,134.5
Quebec,4/1/2014,138.2
Quebec,4/1/2014,144
Ottawa-Gatineau,4/1/2014,133.2
Ontario,4/1/2014,135
Ontario,4/1/2014,142.7
Manitoba,4/1/2014,126.9
Saskatchewan,4/1/2014,128.2
Saskatchewan,4/1/2014,130.6
Alberta,4/1/2014,118.1
Alberta,4/1/2014,123.4
British Columbia,4/1/2014,147.2
British Columbia,4/1/2014,136.3
Yukon,4/1/2014,133.9
Northwest Territories,4/1/2014,138.9
Canada,5/1/2014,134.8
Newfoundland and Labrador,5/1/2014,138.3
Prince Edward Island,5/1/2014,139.4
Nova Scotia,5/1/2014,139.1
New Brunswick,5/1/2014,135.6
Quebec,5/1/2014,140.3
Quebec,5/1/2014,142.7
Ottawa-Gatineau,5/1/2014,134.2
Ontario,5/1/2014,135.8
Ontario,5/1/2014,141.7
Manitoba,5/1/2014,127.8
Saskatchewan,5/1/2014,129.7
Saskatchewan,5/1/2014,129.1
Alberta,5/1/2014,114.4
Alberta,5/1/2014,123.1
British Columbia,5/1/2014,149.1
British Columbia,5/1/2014,139.2
Yukon,5/1/2014,140.2
Northwest Territories,5/1/2014,138.9
Canada,6/1/2014,137.9
Newfoundland and Labrador,6/1/2014,138.4
Prince Edward Island,6/1/2014,138.8
Nova Scotia,6/1/2014,138.2
New Brunswick,6/1/2014,132.1
Quebec,6/1/2014,140.8
Quebec,6/1/2014,144.9
Ottawa-Gatineau,6/1/2014,137.4
Ontario,6/1/2014,140.5
Ontario,6/1/2014,144.7
Manitoba,6/1/2014,129
Saskatchewan,6/1/2014,132.6
Saskatchewan,6/1/2014,131.9
Alberta,6/1/2014,120.8
Alberta,6/1/2014,126.1
British Columbia,6/1/2014,152.3
British Columbia,6/1/2014,138.8
Yukon,6/1/2014,140.4
Northwest Territories,6/1/2014,138.9
Canada,7/1/2014,134.7
Newfoundland and Labrador,7/1/2014,135.9
Prince Edward Island,7/1/2014,136.5
Nova Scotia,7/1/2014,136.7
New Brunswick,7/1/2014,133
Quebec,7/1/2014,139.7
Quebec,7/1/2014,143
Ottawa-Gatineau,7/1/2014,134.6
Ontario,7/1/2014,136.7
Ontario,7/1/2014,143.7
Manitoba,7/1/2014,125.4
Saskatchewan,7/1/2014,128.6
Saskatchewan,7/1/2014,128.6
Alberta,7/1/2014,117.6
Alberta,7/1/2014,121.3
British Columbia,7/1/2014,146.1
British Columbia,7/1/2014,136.1
Yukon,7/1/2014,140.9
Northwest Territories,7/1/2014,138.9
Canada,8/1/2014,130.9
Newfoundland and Labrador,8/1/2014,132.5
Prince Edward Island,8/1/2014,134
Nova Scotia,8/1/2014,132.5
New Brunswick,8/1/2014,127.4
Quebec,8/1/2014,134.9
Quebec,8/1/2014,139.4
Ottawa-Gatineau,8/1/2014,128.1
Ontario,8/1/2014,132
Ontario,8/1/2014,139.6
Manitoba,8/1/2014,123.1
Saskatchewan,8/1/2014,125.3
Saskatchewan,8/1/2014,126.2
Alberta,8/1/2014,115.4
Alberta,8/1/2014,120
British Columbia,8/1/2014,143.6
British Columbia,8/1/2014,131.2
Yukon,8/1/2014,135.1
Northwest Territories,8/1/2014,138.9
Canada,9/1/2014,129.7
Newfoundland and Labrador,9/1/2014,133.1
Prince Edward Island,9/1/2014,133.1
Nova Scotia,9/1/2014,133
New Brunswick,9/1/2014,129.2
Quebec,9/1/2014,139.1
Quebec,9/1/2014,138.7
Ottawa-Gatineau,9/1/2014,126.2
Ontario,9/1/2014,130.1
Ontario,9/1/2014,138.2
Manitoba,9/1/2014,122.5
Saskatchewan,9/1/2014,126.5
Saskatchewan,9/1/2014,124.3
Alberta,9/1/2014,113.5
Alberta,9/1/2014,118
British Columbia,9/1/2014,141.9
British Columbia,9/1/2014,130.3
Yukon,9/1/2014,134.3
Northwest Territories,9/1/2014,138.9
Canada,10/1/2014,124.3
Newfoundland and Labrador,10/1/2014,128.7
Prince Edward Island,10/1/2014,129.8
Nova Scotia,10/1/2014,130.7
New Brunswick,10/1/2014,127.2
Quebec,10/1/2014,132.1
Quebec,10/1/2014,133.5
Ottawa-Gatineau,10/1/2014,120.8
Ontario,10/1/2014,123.8
Ontario,10/1/2014,135.3
Manitoba,10/1/2014,115.6
Saskatchewan,10/1/2014,121.4
Saskatchewan,10/1/2014,121.1
Alberta,10/1/2014,109.9
Alberta,10/1/2014,117.1
British Columbia,10/1/2014,131.6
British Columbia,10/1/2014,120.3
Yukon,10/1/2014,132.8
Northwest Territories,10/1/2014,138.9
Canada,11/1/2014,114.8
Newfoundland and Labrador,11/1/2014,117.8
Prince Edward Island,11/1/2014,117.5
Nova Scotia,11/1/2014,117.8
New Brunswick,11/1/2014,115.4
Quebec,11/1/2014,117.4
Quebec,11/1/2014,125
Ottawa-Gatineau,11/1/2014,111
Ontario,11/1/2014,114.8
Ontario,11/1/2014,125.3
Manitoba,11/1/2014,106.9
Saskatchewan,11/1/2014,108
Saskatchewan,11/1/2014,108.3
Alberta,11/1/2014,99.7
Alberta,11/1/2014,104
British Columbia,11/1/2014,128
British Columbia,11/1/2014,113.5
Yukon,11/1/2014,128.7
Northwest Territories,11/1/2014,137.8
Canada,12/1/2014,103.2
Newfoundland and Labrador,12/1/2014,105.5
Prince Edward Island,12/1/2014,104.9
Nova Scotia,12/1/2014,105.6
New Brunswick,12/1/2014,105
Quebec,12/1/2014,110.5
Quebec,12/1/2014,115.9
Ottawa-Gatineau,12/1/2014,97.9
Ontario,12/1/2014,103.8
Ontario,12/1/2014,112.4
Manitoba,12/1/2014,92.1
Saskatchewan,12/1/2014,95.4
Saskatchewan,12/1/2014,94.4
Alberta,12/1/2014,84.5
Alberta,12/1/2014,93.4
British Columbia,12/1/2014,112.8
British Columbia,12/1/2014,108.5
Yukon,12/1/2014,118.9
Northwest Territories,12/1/2014,122.8
Canada,1/1/2015,90.6
Newfoundland and Labrador,1/1/2015,95.8
Prince Edward Island,1/1/2015,91.5
Nova Scotia,1/1/2015,91.6
New Brunswick,1/1/2015,90.8
Quebec,1/1/2015,97
Quebec,1/1/2015,102.3
Ottawa-Gatineau,1/1/2015,88.6
Ontario,1/1/2015,91
Ontario,1/1/2015,98.1
Manitoba,1/1/2015,82.4
Saskatchewan,1/1/2015,83.4
Saskatchewan,1/1/2015,84.9
Alberta,1/1/2015,72.4
Alberta,1/1/2015,77.9
British Columbia,1/1/2015,102.9
British Columbia,1/1/2015,98.9
Yukon,1/1/2015,101.4
Northwest Territories,1/1/2015,107
Canada,2/1/2015,100.2
Newfoundland and Labrador,2/1/2015,106.8
Prince Edward Island,2/1/2015,100.2
Nova Scotia,2/1/2015,100.1
New Brunswick,2/1/2015,95.5
Quebec,2/1/2015,101.4
Quebec,2/1/2015,112
Ottawa-Gatineau,2/1/2015,98.2
Ontario,2/1/2015,101.4
Ontario,2/1/2015,106.3
Manitoba,2/1/2015,89.7
Saskatchewan,2/1/2015,93.5
Saskatchewan,2/1/2015,94.6
Alberta,2/1/2015,82.4
Alberta,2/1/2015,87.9
British Columbia,2/1/2015,117.2
British Columbia,2/1/2015,103.2
Yukon,2/1/2015,97.4
Northwest Territories,2/1/2015,110.2
Canada,3/1/2015,106.4
Newfoundland and Labrador,3/1/2015,113.3
Prince Edward Island,3/1/2015,107.3
Nova Scotia,3/1/2015,108.3
New Brunswick,3/1/2015,103.5
Quebec,3/1/2015,112
Quebec,3/1/2015,118.4
Ottawa-Gatineau,3/1/2015,103.9
Ontario,3/1/2015,105.5
Ontario,3/1/2015,110.3
Manitoba,3/1/2015,96
Saskatchewan,3/1/2015,96.9
Saskatchewan,3/1/2015,99.2
Alberta,3/1/2015,90.7
Alberta,3/1/2015,93.5
British Columbia,3/1/2015,124.6
British Columbia,3/1/2015,120.5
Yukon,3/1/2015,105.4
Northwest Territories,3/1/2015,113.9
Canada,4/1/2015,106
Newfoundland and Labrador,4/1/2015,109.1
Prince Edward Island,4/1/2015,105.2
Nova Scotia,4/1/2015,108.2
New Brunswick,4/1/2015,105.8
Quebec,4/1/2015,111.4
Quebec,4/1/2015,117.6
Ottawa-Gatineau,4/1/2015,103.1
Ontario,4/1/2015,105.2
Ontario,4/1/2015,106.6
Manitoba,4/1/2015,93.7
Saskatchewan,4/1/2015,95.5
Saskatchewan,4/1/2015,96.7
Alberta,4/1/2015,93.4
Alberta,4/1/2015,95.3
British Columbia,4/1/2015,123.6
British Columbia,4/1/2015,118.3
Yukon,4/1/2015,109.4
Northwest Territories,4/1/2015,113.9
Canada,5/1/2015,112.4
Newfoundland and Labrador,5/1/2015,117
Prince Edward Island,5/1/2015,112.9
Nova Scotia,5/1/2015,115.5
New Brunswick,5/1/2015,113
Quebec,5/1/2015,118.4
